[17-Nov-2022 09:55:50 Asia/Calcutta] PHP Notice:  Array to string conversion in /var/www/html/Samrons/public_html/public/images.php on line 2
[03-Dec-2022 16:44:36 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:50:12 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:50:50 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:51:12 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:51:30 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:51:37 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:53:29 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:55:40 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:57:09 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 16:58:17 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:04:21 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:05:26 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:13:06 Asia/Calcutta] PHP Notice:  Trying to get property 'url_address' of non-object in /var/www/html/Samrons/public_html/app/models/user.class.php on line 272
[03-Dec-2022 17:13:22 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:23:20 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:26:33 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:27:21 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:28:49 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:31:10 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:32:12 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:33:24 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:34:57 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 17:37:05 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 18:29:43 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 18:35:24 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:29:07 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:29:13 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:29:24 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:29:38 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:29:49 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:31:11 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:32:07 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:32:25 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:46:47 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:47:17 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:47:37 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Call to undefined method PDO::write() in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php:17
Stack trace:
#0 /var/www/html/Samrons/public_html/app/controllers/vendor.php(17): vendormodel->add_categories(Array)
#1 /var/www/html/Samrons/public_html/app/core/app.php(32): vendor->addCategories('home')
#2 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#3 {main}
  thrown in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php on line 17
[03-Dec-2022 21:49:52 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:50:00 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Call to undefined method PDO::write() in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php:17
Stack trace:
#0 /var/www/html/Samrons/public_html/app/controllers/vendor.php(17): vendormodel->add_categories(Array)
#1 /var/www/html/Samrons/public_html/app/core/app.php(32): vendor->addCategories('home')
#2 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#3 {main}
  thrown in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php on line 17
[03-Dec-2022 21:56:25 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Call to undefined method PDO::write() in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php:17
Stack trace:
#0 /var/www/html/Samrons/public_html/app/controllers/vendor.php(17): vendormodel->add_categories(Array)
#1 /var/www/html/Samrons/public_html/app/core/app.php(32): vendor->addCategories('home')
#2 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#3 {main}
  thrown in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php on line 17
[03-Dec-2022 21:57:00 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Call to undefined method PDO::write() in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php:17
Stack trace:
#0 /var/www/html/Samrons/public_html/app/controllers/vendor.php(17): vendormodel->add_categories(Array)
#1 /var/www/html/Samrons/public_html/app/core/app.php(32): vendor->addCategories('home')
#2 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#3 {main}
  thrown in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php on line 17
[03-Dec-2022 21:57:03 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 21:57:50 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Call to undefined method PDO::write() in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php:17
Stack trace:
#0 /var/www/html/Samrons/public_html/app/controllers/vendor.php(17): vendormodel->add_categories(Array)
#1 /var/www/html/Samrons/public_html/app/core/app.php(32): vendor->addCategories('home')
#2 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#3 {main}
  thrown in /var/www/html/Samrons/public_html/app/models/vendormodel.class.php on line 17
[03-Dec-2022 21:59:40 Asia/Calcutta] PHP Notice:  Undefined index: categories in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 174
[03-Dec-2022 21:59:40 Asia/Calcutta] PHP Warning:  Invalid argument supplied for foreach() in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 174
[03-Dec-2022 21:59:50 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:24:00 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:24:20 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:24:51 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:25:43 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:27:11 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:40:58 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:42:41 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:44:13 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:45:18 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:45:51 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:46:28 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:47:14 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:48:02 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:49:49 Asia/Calcutta] PHP Warning:  Invalid argument supplied for foreach() in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 174
[03-Dec-2022 22:49:50 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:50:03 Asia/Calcutta] PHP Warning:  Invalid argument supplied for foreach() in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 174
[03-Dec-2022 22:52:03 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php:177
Stack trace:
#0 /var/www/html/Samrons/public_html/app/core/controller.php(10): include()
#1 /var/www/html/Samrons/public_html/app/controllers/admin.php(51): controller->view('samrons/admin/a...', Array)
#2 /var/www/html/Samrons/public_html/app/core/app.php(32): Admin->addCategories('home')
#3 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#4 {main}
  thrown in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 177
[03-Dec-2022 22:52:03 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:52:15 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php:177
Stack trace:
#0 /var/www/html/Samrons/public_html/app/core/controller.php(10): include()
#1 /var/www/html/Samrons/public_html/app/controllers/admin.php(51): controller->view('samrons/admin/a...', Array)
#2 /var/www/html/Samrons/public_html/app/core/app.php(32): Admin->addCategories('home')
#3 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#4 {main}
  thrown in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 177
[03-Dec-2022 22:52:15 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:52:51 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php:178
Stack trace:
#0 /var/www/html/Samrons/public_html/app/core/controller.php(10): include()
#1 /var/www/html/Samrons/public_html/app/controllers/admin.php(51): controller->view('samrons/admin/a...', Array)
#2 /var/www/html/Samrons/public_html/app/core/app.php(32): Admin->addCategories('home')
#3 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#4 {main}
  thrown in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 178
[03-Dec-2022 22:52:52 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:52:58 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php:178
Stack trace:
#0 /var/www/html/Samrons/public_html/app/core/controller.php(10): include()
#1 /var/www/html/Samrons/public_html/app/controllers/admin.php(51): controller->view('samrons/admin/a...', Array)
#2 /var/www/html/Samrons/public_html/app/core/app.php(32): Admin->addCategories('home')
#3 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#4 {main}
  thrown in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 178
[03-Dec-2022 22:54:18 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php:178
Stack trace:
#0 /var/www/html/Samrons/public_html/app/core/controller.php(10): include()
#1 /var/www/html/Samrons/public_html/app/controllers/admin.php(51): controller->view('samrons/admin/a...', Array)
#2 /var/www/html/Samrons/public_html/app/core/app.php(32): Admin->addCategories('home')
#3 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#4 {main}
  thrown in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 178
[03-Dec-2022 22:54:21 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php:178
Stack trace:
#0 /var/www/html/Samrons/public_html/app/core/controller.php(10): include()
#1 /var/www/html/Samrons/public_html/app/controllers/admin.php(51): controller->view('samrons/admin/a...', Array)
#2 /var/www/html/Samrons/public_html/app/core/app.php(32): Admin->addCategories('home')
#3 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#4 {main}
  thrown in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 178
[03-Dec-2022 22:54:23 Asia/Calcutta] PHP Notice:  Undefined index: filename in /var/www/html/Samrons/public_html/public/images.php on line 5
[03-Dec-2022 22:54:34 Asia/Calcutta] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php:178
Stack trace:
#0 /var/www/html/Samrons/public_html/app/core/controller.php(10): include()
#1 /var/www/html/Samrons/public_html/app/controllers/admin.php(51): controller->view('samrons/admin/a...', Array)
#2 /var/www/html/Samrons/public_html/app/core/app.php(32): Admin->addCategories('home')
#3 /var/www/html/Samrons/public_html/public/index.php(16): App->__construct()
#4 {main}
  thrown in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 178
[03-Dec-2022 22:56:08 Asia/Calcutta] PHP Warning:  Invalid argument supplied for foreach() in /var/www/html/Samrons/public_html/app/views/samrons/admin/addCategories.php on line 176
